epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
120,1544.48,0.84156,0.45818,0.00858,0.97753,0.94887,0.98414,0.84102,0.65073,0.27143,0.00938,0.000138397,0.000138397,0.000138397
121,1557.41,0.85525,0.46386,0.00866,0.97331,0.95095,0.98271,0.84033,0.64676,0.26825,0.00919,0.000130671,0.000130671,0.000130671
122,1570.13,0.85048,0.45667,0.0085,0.97178,0.95324,0.9827,0.84254,0.64484,0.26355,0.00907,0.000123164,0.000123164,0.000123164
123,1582.91,0.85157,0.4656,0.00852,0.97163,0.95214,0.98214,0.83607,0.64319,0.27037,0.00915,0.00011588,0.00011588,0.00011588
124,1595.65,0.85274,0.46191,0.00857,0.96894,0.94675,0.98208,0.83746,0.64228,0.27122,0.00927,0.000108822,0.000108822,0.000108822
125,1608.42,0.83067,0.44179,0.00823,0.96792,0.95577,0.98366,0.84104,0.63978,0.2715,0.00912,0.000101993,0.000101993,0.000101993
126,1621.75,0.84265,0.45614,0.00842,0.97501,0.94688,0.98213,0.839,0.63983,0.27369,0.00913,9.53968e-05,9.53968e-05,9.53968e-05
127,1634.65,0.84099,0.45861,0.0088,0.96634,0.9511,0.98313,0.83827,0.64178,0.27174,0.00919,8.90352e-05,8.90352e-05,8.90352e-05
128,1647.42,0.83389,0.44787,0.00852,0.96363,0.95571,0.98118,0.8373,0.63971,0.2751,0.00925,8.29115e-05,8.29115e-05,8.29115e-05
129,1660.39,0.83593,0.46524,0.00832,0.96934,0.95407,0.98084,0.83588,0.64506,0.27895,0.00933,7.70283e-05,7.70283e-05,7.70283e-05
130,1673.11,0.82363,0.43963,0.0084,0.96552,0.95593,0.98037,0.83508,0.64492,0.28378,0.00931,7.13883e-05,7.13883e-05,7.13883e-05
131,1685.89,0.83755,0.46543,0.0085,0.96723,0.94736,0.97823,0.83366,0.64717,0.28905,0.00936,6.59937e-05,6.59937e-05,6.59937e-05
132,1698.58,0.8342,0.44516,0.00841,0.96903,0.95306,0.97886,0.83275,0.64543,0.289,0.00925,6.08472e-05,6.08472e-05,6.08472e-05
133,1711.39,0.828,0.45305,0.00848,0.97335,0.95335,0.98065,0.83778,0.64445,0.27158,0.00926,5.59508e-05,5.59508e-05,5.59508e-05
134,1724.12,0.83606,0.45846,0.00847,0.97862,0.94677,0.98087,0.83865,0.64541,0.27726,0.00929,5.13068e-05,5.13068e-05,5.13068e-05
135,1736.83,0.82313,0.44678,0.00837,0.97706,0.94964,0.98202,0.83951,0.64313,0.26565,0.00926,4.69171e-05,4.69171e-05,4.69171e-05
136,1749.51,0.81728,0.43717,0.00828,0.97768,0.94962,0.98179,0.83906,0.64038,0.27362,0.00925,4.27838e-05,4.27838e-05,4.27838e-05
